experiment_name,seed,algorithm,episodes,mean_reward,std_reward,success_rate,mean_episode_length,last_eval_mean_reward,model_path,policy_path
q_learning_continuous_mintime,7,q_learning,3000,116.87554999999998,105.41089379043088,0.7293333333333333,486.55466666666666,188.1575,C:\Users\hugok\OneDrive\Dokumenty\GitHub\mountain-pendulum\outputs\models\q_learning_continuous_mintime_seed7_final,C:\Users\hugok\OneDrive\Dokumenty\GitHub\mountain-pendulum\outputs\models\q_learning_continuous_mintime_seed7_policy.npy
q_learning_continuous_mintime,21,q_learning,3000,121.33394999999997,106.86373988978129,0.7363333333333333,445.1186666666667,191.3025,C:\Users\hugok\OneDrive\Dokumenty\GitHub\mountain-pendulum\outputs\models\q_learning_continuous_mintime_seed21_final,C:\Users\hugok\OneDrive\Dokumenty\GitHub\mountain-pendulum\outputs\models\q_learning_continuous_mintime_seed21_policy.npy
q_learning_continuous_mintime,42,q_learning,3000,116.60538333333331,106.44023575158529,0.73,487.16133333333335,190.14000000000001,C:\Users\hugok\OneDrive\Dokumenty\GitHub\mountain-pendulum\outputs\models\q_learning_continuous_mintime_seed42_final,C:\Users\hugok\OneDrive\Dokumenty\GitHub\mountain-pendulum\outputs\models\q_learning_continuous_mintime_seed42_policy.npy
