episode,reward,length,success,population_std,seed
1,-36.650859150936576,999,0.0,0.47996389865875244,21
2,-38.431872999755434,999,0.0,0.4699071943759918,21
3,20.520601801015374,907,1.0,0.45086830854415894,21
4,-80.93789592464447,999,0.0,0.440480500459671,21
5,-74.36251269072523,999,0.0,0.42369887232780457,21
6,80.55006030525546,521,1.0,0.3981556296348572,21
7,79.43734987615608,651,1.0,0.3799324035644531,21
8,84.19110592054786,326,1.0,0.3609673082828522,21
9,80.30062103518284,431,1.0,0.35565856099128723,21
10,-18.438460816442966,999,0.0,0.3406318426132202,21
11,80.46617232533171,430,1.0,0.32395464181900024,21
12,83.55884339711628,329,1.0,0.31228554248809814,21
13,74.64606527853756,971,1.0,0.30643516778945923,21
14,85.78917242204771,320,1.0,0.3006565570831299,21
15,79.04312333217821,440,1.0,0.2812035083770752,21
16,74.75119844377039,884,1.0,0.27708396315574646,21
17,-27.671896528219786,999,0.0,0.28282108902931213,21
18,84.22478859135882,326,1.0,0.27476122975349426,21
19,77.484738407284,618,1.0,0.2772013247013092,21
20,84.72139901437623,468,1.0,0.27697446942329407,21
21,77.91632574221292,649,1.0,0.2727452516555786,21
22,87.12189675977571,329,1.0,0.2546458840370178,21
23,83.25849240067183,941,1.0,0.23372167348861694,21
24,84.969228120544,805,1.0,0.19603636860847473,21
25,87.6362789896084,601,1.0,0.16029605269432068,21
26,88.40259044406703,492,1.0,0.13565348088741302,21
27,85.54903461344074,525,1.0,0.11817412078380585,21
28,84.39369138061302,671,1.0,0.10996908694505692,21
29,88.80465690805576,403,1.0,0.11451699584722519,21
30,92.60178972568828,262,1.0,0.11287487298250198,21
31,91.5287039873423,328,1.0,0.10966582596302032,21
32,92.59375428215134,224,1.0,0.09944925457239151,21
33,93.51768998678598,237,1.0,0.09616398066282272,21
34,91.22435419956454,291,1.0,0.09762000292539597,21
35,89.6500479567243,357,1.0,0.0989999771118164,21
36,92.66679541139165,300,1.0,0.10003258287906647,21
37,92.56515113304485,403,1.0,0.09881503134965897,21
38,92.61671651574433,369,1.0,0.09748703986406326,21
39,94.28943223033566,264,1.0,0.09366506338119507,21
40,92.23901545703993,370,1.0,0.09439380466938019,21
41,91.69254316698061,312,1.0,0.09417200833559036,21
42,91.01987266069045,453,1.0,0.09505429118871689,21
43,91.58980750486371,376,1.0,0.09792695939540863,21
44,94.15951901504594,271,1.0,0.09695878624916077,21
45,93.7004615577811,333,1.0,0.09599229693412781,21
46,92.29380505504378,546,1.0,0.0985976979136467,21
47,92.79120060534623,368,1.0,0.09974758327007294,21
48,93.64217169753975,299,1.0,0.09994766116142273,21
49,93.93191561550192,373,1.0,0.10079800337553024,21
50,93.10463099664484,404,1.0,0.10161024332046509,21
51,88.45969952632441,462,1.0,0.10110100358724594,21
52,92.78253558848519,299,1.0,0.10116847604513168,21
53,86.18887256304733,622,1.0,0.10092617571353912,21
54,92.44188259546937,229,1.0,0.10135729610919952,21
55,93.6647017919342,187,1.0,0.10137628018856049,21
56,91.76685571777925,234,1.0,0.10234113782644272,21
57,89.26374468945433,401,1.0,0.10232554376125336,21
58,91.97412105312105,232,1.0,0.10017916560173035,21
59,90.22447936695535,336,1.0,0.09799672663211823,21
60,90.08106640616897,390,1.0,0.09821085631847382,21
61,93.12906110642943,290,1.0,0.09811520576477051,21
62,91.392086959444,417,1.0,0.09579143673181534,21
63,91.19762939410285,245,1.0,0.09625530987977982,21
64,94.79746043364284,164,1.0,0.09756334125995636,21
65,92.21123193796956,230,1.0,0.09570818394422531,21
66,93.0918222223292,228,1.0,0.09620378166437149,21
67,90.10841256163839,339,1.0,0.09671934694051743,21
68,90.24545323615894,479,1.0,0.09764610230922699,21
69,91.68643437423744,235,1.0,0.0974501520395279,21
70,94.97186117013916,157,1.0,0.09699412435293198,21
71,89.57616949522053,482,1.0,0.09760445356369019,21
72,92.42547426580568,229,1.0,0.09610700607299805,21
73,92.34068790306338,332,1.0,0.09721080213785172,21
74,92.64877028133486,228,1.0,0.09902570396661758,21
75,92.2296600346337,350,1.0,0.10058503597974777,21
76,92.52749574456249,320,1.0,0.09964164346456528,21
77,87.88913502968208,475,1.0,0.09795500338077545,21
78,90.22908018541057,312,1.0,0.10212094336748123,21
79,92.81814337864053,289,1.0,0.10190632939338684,21
80,93.50687896707096,227,1.0,0.10246257483959198,21
81,94.91460927134031,160,1.0,0.1028497964143753,21
82,89.43102629735367,452,1.0,0.10594276338815689,21
83,92.99194509473745,294,1.0,0.10866148769855499,21
84,91.2438934833277,244,1.0,0.10858878493309021,21
85,94.94037035640795,160,1.0,0.1093684658408165,21
86,93.58565672207624,226,1.0,0.10958214849233627,21
87,92.28945137248957,350,1.0,0.10765920579433441,21
88,92.71205919468775,228,1.0,0.1090756356716156,21
89,93.08015880207532,287,1.0,0.10672652721405029,21
90,90.94411334019678,298,1.0,0.10744336247444153,21
91,93.60286469639978,226,1.0,0.10596843808889389,21
92,94.86716141880025,162,1.0,0.10638788342475891,21
93,90.05830379056279,340,1.0,0.10513081401586533,21
94,93.34012915201019,229,1.0,0.10490858554840088,21
95,94.7616011516453,165,1.0,0.10816674679517746,21
96,91.50891437930113,357,1.0,0.10586603730916977,21
97,88.38377668901812,636,1.0,0.10668646544218063,21
98,90.0891976592975,315,1.0,0.10773692280054092,21
99,90.6255512882024,329,1.0,0.10699329525232315,21
100,91.76117695877328,234,1.0,0.1070372462272644,21
101,93.06788351472932,292,1.0,0.10590200871229172,21
102,94.89316239490873,161,1.0,0.10593518614768982,21
103,90.62422063802369,329,1.0,0.10528150945901871,21
104,94.05718551459722,225,1.0,0.10463905334472656,21
105,91.05153336299408,447,1.0,0.10271833091974258,21
106,94.97983702877536,158,1.0,0.10059842467308044,21
107,91.74921307937474,234,1.0,0.10025833547115326,21
108,89.31286753734457,515,1.0,0.0994449183344841,21
109,94.9815090246033,158,1.0,0.0998704582452774,21
110,90.74590734753292,420,1.0,0.10206829011440277,21
111,93.5010926020448,227,1.0,0.10214230418205261,21
112,89.05353289706399,546,1.0,0.10542836040258408,21
113,86.33278667449486,526,1.0,0.10588151216506958,21
114,92.10452997357643,325,1.0,0.10317253321409225,21
115,91.30576297918451,420,1.0,0.10269755125045776,21
116,89.65504462166282,369,1.0,0.10290031135082245,21
117,90.53721957964007,330,1.0,0.10194407403469086,21
118,90.14930836681742,338,1.0,0.09802500158548355,21
119,90.10945559765678,339,1.0,0.09583821147680283,21
120,90.97063092804164,250,1.0,0.09584295004606247,21
121,88.98618785506115,383,1.0,0.09876896440982819,21
122,90.58268127661431,330,1.0,0.09804245829582214,21
123,90.71596541886683,357,1.0,0.09677331894636154,21
124,90.74226434990415,357,1.0,0.09422919899225235,21
125,93.25411939666664,230,1.0,0.09423386305570602,21
126,94.97040439834818,157,1.0,0.09297159314155579,21
127,91.58816049168819,384,1.0,0.09075597673654556,21
128,94.05766623305972,224,1.0,0.08757458627223969,21
129,91.49354930071858,238,1.0,0.08832674473524094,21
130,93.59415029142983,226,1.0,0.0892602875828743,21
131,85.85137355316256,651,1.0,0.09002778679132462,21
132,92.2734810014139,309,1.0,0.09196612238883972,21
133,94.85355783894192,162,1.0,0.09605222940444946,21
134,91.40318011592608,294,1.0,0.09764888137578964,21
135,93.68250688745174,225,1.0,0.09844806045293808,21
136,90.99125905335532,417,1.0,0.10067155212163925,21
137,91.91739442363614,232,1.0,0.10066710412502289,21
138,90.4016367166536,308,1.0,0.10125534981489182,21
139,91.97957161765079,232,1.0,0.102339968085289,21
140,89.69119885077235,482,1.0,0.10029369592666626,21
141,92.50351752884453,229,1.0,0.09970537573099136,21
142,88.32054760868196,546,1.0,0.10053352266550064,21
143,91.01531086814938,297,1.0,0.10061817616224289,21
144,94.92365308240988,158,1.0,0.09944295883178711,21
145,92.0817633557017,291,1.0,0.09628690034151077,21
146,90.4047886140237,484,1.0,0.09321559220552444,21
147,91.4889826826984,238,1.0,0.09260185062885284,21
148,94.57309153606184,169,1.0,0.0872262716293335,21
149,92.66878494113044,228,1.0,0.08524041622877121,21
150,89.1706118057482,425,1.0,0.08774620294570923,21
151,92.09685179766966,291,1.0,0.08645667880773544,21
152,89.563482538471,422,1.0,0.08315054327249527,21
153,94.83972035334446,163,1.0,0.08002232015132904,21
154,90.14193592329976,338,1.0,0.08018472045660019,21
155,91.11464807176962,247,1.0,0.0805378258228302,21
156,89.21606322778389,544,1.0,0.08399023115634918,21
157,91.08551428457721,388,1.0,0.08549189567565918,21
158,91.48868972191121,238,1.0,0.08351758122444153,21
159,91.92395080727292,232,1.0,0.08163982629776001,21
160,91.04156417887425,326,1.0,0.08260202407836914,21
161,87.07385149437468,537,1.0,0.08175402879714966,21
162,92.92395167499781,288,1.0,0.08490187674760818,21
163,90.55613283971326,480,1.0,0.08485694974660873,21
164,91.42411530008539,294,1.0,0.08559812605381012,21
165,90.56451583938323,304,1.0,0.08502630889415741,21
166,92.33257966903038,351,1.0,0.0852893590927124,21
167,88.4933604063117,545,1.0,0.08505700528621674,21
168,94.6140416950453,168,1.0,0.08715368062257767,21
169,94.84336315810215,162,1.0,0.08756303787231445,21
170,92.9150402731495,288,1.0,0.08777803182601929,21
171,90.05926273339428,362,1.0,0.0864897295832634,21
172,91.47778038542019,294,1.0,0.08586245030164719,21
173,90.78094495730474,300,1.0,0.08362387865781784,21
174,94.95645224373146,159,1.0,0.08500877767801285,21
175,93.16770978397692,289,1.0,0.08734975010156631,21
176,92.3443787841621,352,1.0,0.09004326909780502,21
177,94.91565937894046,160,1.0,0.09067361056804657,21
178,93.91781829490792,223,1.0,0.09136173874139786,21
179,89.96957987053611,391,1.0,0.09056433290243149,21
180,90.69801265614223,301,1.0,0.08914713561534882,21
181,89.89328942970606,364,1.0,0.09156166017055511,21
182,90.52616838529357,305,1.0,0.0918845683336258,21
183,91.32700053551234,414,1.0,0.091115802526474,21
184,93.50645226188935,227,1.0,0.09215617924928665,21
185,92.10264099464985,325,1.0,0.09103091061115265,21
186,94.8444279609248,162,1.0,0.09257678687572479,21
187,92.50310926515375,229,1.0,0.093442901968956,21
188,91.07172033400275,248,1.0,0.09364697337150574,21
189,91.32285784183769,295,1.0,0.09570501744747162,21
190,92.92723447997705,288,1.0,0.09607750922441483,21
191,90.99101015767664,417,1.0,0.09716545045375824,21
192,92.85369835253805,319,1.0,0.09615756571292877,21
193,91.5315055521205,293,1.0,0.09426148235797882,21
194,90.90106125089224,418,1.0,0.09554878622293472,21
195,91.281220568344,243,1.0,0.09587075561285019,21
196,91.89393527896608,382,1.0,0.09641021490097046,21
197,91.08987158673116,326,1.0,0.09642791002988815,21
198,91.959136653319,232,1.0,0.09639690816402435,21
199,94.95210626679473,158,1.0,0.09204543381929398,21
200,93.18937663673424,289,1.0,0.08937737345695496,21
