experiment_name,seed,algorithm,episodes,mean_reward,std_reward,success_rate,mean_episode_length,last_eval_mean_reward,model_path,policy_path
sarsa_discrete_minfuel,7,sarsa,3000,-115.49833333333333,113.93463914553038,0.353,186.89833333333334,50.5,C:\Users\hugok\OneDrive\Dokumenty\GitHub\mountain-pendulum\outputs\models\sarsa_discrete_minfuel_seed7_final,C:\Users\hugok\OneDrive\Dokumenty\GitHub\mountain-pendulum\outputs\models\sarsa_discrete_minfuel_seed7_policy.npy
sarsa_discrete_minfuel,21,sarsa,3000,-115.449,113.97731089563396,0.35233333333333333,186.849,55.7,C:\Users\hugok\OneDrive\Dokumenty\GitHub\mountain-pendulum\outputs\models\sarsa_discrete_minfuel_seed21_final,C:\Users\hugok\OneDrive\Dokumenty\GitHub\mountain-pendulum\outputs\models\sarsa_discrete_minfuel_seed21_policy.npy
sarsa_discrete_minfuel,42,sarsa,3000,-117.88733333333333,112.37315207033318,0.346,187.954,36.75,C:\Users\hugok\OneDrive\Dokumenty\GitHub\mountain-pendulum\outputs\models\sarsa_discrete_minfuel_seed42_final,C:\Users\hugok\OneDrive\Dokumenty\GitHub\mountain-pendulum\outputs\models\sarsa_discrete_minfuel_seed42_policy.npy
